Date,AdjClose,Close,High,Low,Open,Volume,Ticker,sentiment_score,ret1d,sma_5,std_5,sma_10,std_10,sma_15,std_15,sma_20,std_20,bb_mid,bb_std,bb_upper,bb_lower,bb_width,vol_chg,vol_sma20,rel_vol20,rsi14,macd,macd_signal,macd_hist,atr14,target
1997-05-15,0.09791699796915054,0.09791699796915054,0.125,0.09635400027036667,0.12187500298023224,1443120000,AMZN,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0
1997-05-16,0.0864579975605011,0.0864579975605011,0.09895800054073334,0.0854170024394989,0.09843800216913223,294000000,AMZN,0.0,-0.11702769331490004,,,,,,,,,,,,,,-0.7962747380675204,,,,,,,0.0,0
1997-05-19,0.0854170024394989,0.0854170024394989,0.08854199945926666,0.08124999701976776,0.08802100270986557,122136000,AMZN,0.0,-0.012040472256759527,,,,,,,,,,,,,,-0.5845714285714285,,,,,,,0.0,0
1997-05-20,0.08177100121974945,0.08177100121974945,0.08749999850988388,0.08177100121974945,0.0864579975605011,109344000,AMZN,0.0,-0.04268472453516414,,,,,,,,,,,,,,-0.10473570446060132,,,,,,,0.0,0
1997-05-21,0.07135400176048279,0.07135400176048279,0.08229199796915054,0.06875000149011612,0.08177100121974945,377064000,AMZN,0.0,-0.1273923432987235,0.08458340018987656,0.009551445028408089,,,,,,,,,,,,2.4484196663740123,,,,,,,0.0,0
1997-05-22,0.0697920024394989,0.0697920024394989,0.07239600270986557,0.06562499701976776,0.07187499850988388,235536000,AMZN,0.0,-0.021890843995367226,0.07895840108394622,0.00786952907556479,,,,,,,,,,,,-0.3753421169880975,,,,,,,0.0,1
1997-05-23,0.07500000298023224,0.07500000298023224,0.07604199647903442,0.06666699796915054,0.0703129991889,318744000,AMZN,0.0,0.07462173828939833,0.07666680216789246,0.006724689430759546,,,,,,,,,,,,0.3532708375789688,,,,,,,0.0,1
1997-05-27,0.07916700094938278,0.07916700094938278,0.08229199796915054,0.07291699945926666,0.07552099972963333,173952000,AMZN,0.0,0.05555997071425245,0.07541680186986924,0.0050684878708824495,,,,,,,,,,,,-0.4542579625028236,,,,,,,0.0,0
1997-05-28,0.07656300067901611,0.07656300067901611,0.08177100121974945,0.07656300067901611,0.08124999701976776,91488000,AMZN,0.0,-0.03289249610493139,0.07437520176172256,0.0038167900647908927,,,,,,,,,,,,-0.4740618101545254,,,,,,,0.0,0
1997-05-29,0.07525999844074249,0.07525999844074249,0.07708299905061722,0.07395800203084946,0.07708299905061722,69456000,AMZN,0.0,-0.01701869345137541,0.07515640109777451,0.0034232805646491854,0.07986990064382553,0.008392897708620188,,,,,,,,,,-0.24081846799580275,,,,,,,0.0,0
