Date,AdjClose,Close,High,Low,Open,Volume,Ticker,sentiment_score,ret1d,sma_5,std_5,sma_10,std_10,sma_15,std_15,sma_20,std_20,bb_mid,bb_std,bb_upper,bb_lower,bb_width,vol_chg,vol_sma20,rel_vol20,rsi14,macd,macd_signal,macd_hist,atr14,target
1999-01-22,0.03760697692632675,0.041016001254320145,0.04882799834012985,0.038802001625299454,0.04374999925494194,2714688000,NVDA,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,1
1999-01-25,0.04154683277010918,0.04531300067901611,0.04583299905061722,0.041016001254320145,0.04427099972963333,510480000,NVDA,0.0,0.10476396046139858,,,,,,,,,,,,,,-0.8119562911096966,,,,,,,0.0,0
1999-01-26,0.038323067128658295,0.04179700091481209,0.046744998544454575,0.04114599898457527,0.04583299905061722,343200000,NVDA,0.0,-0.07759353545164138,,,,,,,,,,,,,,-0.3276915843911613,,,,,,,0.0,0
1999-01-27,0.03820385783910751,0.04166699945926666,0.04296899959445,0.0395830012857914,0.041926998645067215,244368000,NVDA,0.0,-0.003110640626716288,,,,,,,,,,,,,,-0.2879720279720279,,,,,,,0.0,0
1999-01-28,0.0380837544798851,0.04153599962592125,0.041926998645067215,0.0412760004401207,0.04166699945926666,227520000,NVDA,0.0,-0.0031437495063513232,0.03875289782881737,0.0015853358739913997,,,,,,,,,,,,-0.06894519740718918,,,,,,,0.0,0
1999-01-29,0.03629308193922043,0.0395830012857914,0.04166699945926666,0.0395830012857914,0.04153599962592125,244032000,NVDA,0.0,-0.047019327929195165,0.0384901188313961,0.0019003588359817955,,,,,,,,,,,,0.07257383966244735,,,,,,,0.0,1
1999-02-01,0.03701008856296539,0.04036499932408333,0.04062499850988388,0.0395830012857914,0.0395830012857914,154704000,NVDA,0.0,0.019756013692794783,0.037582769989967346,0.0008910716461253389,,,,,,,,,,,,-0.36605035405192765,,,,,,,0.0,0
1999-02-02,0.0341448076069355,0.03723999857902527,0.04062499850988388,0.03606799989938736,0.0395830012857914,264096000,NVDA,0.0,-0.07741891649773225,0.03674711808562279,0.0016549931783491321,,,,,,,,,,,,0.7071051815079119,,,,,,,0.0,1
1999-02-03,0.034860897809267044,0.03802099823951721,0.0385419987142086,0.03645800054073334,0.036719001829624176,75120000,NVDA,0.0,0.020972155139222126,0.03607852607965469,0.0015934765099350576,,,,,,,,,,,,-0.7155579789167575,,,,,,,0.0,1
1999-02-04,0.036770787090063095,0.04010400176048279,0.04114599898457527,0.03802099823951721,0.0385419987142086,181920000,NVDA,0.0,0.054786003827140384,0.03581593260169029,0.0012520160988335081,0.03728441521525383,0.002051767488554235,,,,,,,,,,1.4217252396166136,,,,,,,0.0,1
1999-02-05,0.03784537315368652,0.0412760004401207,0.04166699945926666,0.03971400111913681,0.040754999965429306,136848000,NVDA,0.0,0.02922390703770983,0.03612639084458351,0.001555571688144965,0.03730825483798981,0.0020573092707307393,,,,,,,,,,-0.2477572559366754,,,,,,,0.0,0
1999-02-08,0.03653237596154213,0.03984399884939194,0.04166699945926666,0.03984399884939194,0.04153599962592125,154080000,NVDA,0.0,-0.03469373090370742,0.036030848324298856,0.001501455418888582,0.0368068091571331,0.0014226212252459191,,,,,,,,,,0.12592072956857248,,,,,,,0.0,0
1999-02-09,0.03509928286075592,0.03828100115060806,0.04088500142097473,0.03776000067591667,0.04062499850988388,86976000,NVDA,0.0,-0.039228028921382885,0.03622174337506294,0.0012395496685209837,0.03648443073034287,0.0014060184000175115,,,,,,,,,,-0.4355140186915888,,,,,,,0.0,0
1999-02-10,0.034741710871458054,0.037891000509262085,0.039322998374700546,0.03723999857902527,0.03828100115060806,148224000,NVDA,0.0,-0.010187444305241433,0.036197905987501146,0.0012729579701892821,0.03613821603357792,0.0013611264302581868,,,,,,,,,,0.7041942604856513,,,40.12874150882642,,,,0.005190623125859669,1
1999-02-11,0.037726156413555145,0.04114599898457527,0.04270799830555916,0.03802099823951721,0.03802099823951721,132240000,NVDA,0.0,0.08590381611139808,0.036388979852199556,0.0014410498320392476,0.036102456226944926,0.0013079939516902764,0.03698593676090241,0.0018682866205016226,,,,,,,,-0.10783678756476689,,,52.76622355885139,,,,0.005388884862162629,1
1999-02-12,0.039875343441963196,0.04349000006914139,0.04374999925494194,0.04166699945926666,0.04166699945926666,109728000,NVDA,0.0,0.05696808879358417,0.03679497390985489,0.002092605566682221,0.0364606823772192,0.0017736564125052704,0.03713716119527817,0.0020086754019758473,,,,,,,,-0.1702359346642468,,,59.41054480777114,,,,0.005434239003535783,1
1999-02-16,0.04011373221874237,0.04374999925494194,0.04609400033950806,0.039322998374700546,0.04427099972963333,211008000,NVDA,0.0,0.005978350434175939,0.037511245161294934,0.0025444040919728067,0.036771046742796895,0.002118499972991934,0.03704162115852038,0.0018080125111675724,,,,,,,,0.9230096237970253,,,60.08130998967426,,,,0.0055297220721980496,0
